DRUG_CODE,ACTIVE_INGREDIENT_CODE,INGREDIENT,INGREDIENT_SUPPLIED_IND,STRENGTH,STRENGTH_UNIT,STRENGTH_TYPE,DOSAGE_VALUE,BASE,DOSAGE_UNIT,NOTES,INGREDIENT_F,STRENGTH_UNIT_F,STRENGTH_TYPE_F,DOSAGE_UNIT_F
"100614","11384","TOPIRAMATE","I","50","MG","","","N","","","Topiramate","MG","",""
"100619","11923","TEMOZOLOMIDE","I","180","MG","","","N","","","Témozolomide","MG","",""
"100621","9483","BETAHISTINE HYDROCHLORIDE","I","8","MG","","","N","","","Chlorhydrate de bétahistine","MG","",""
"100622","9483","BETAHISTINE HYDROCHLORIDE","I","16","MG","","","N","","","Chlorhydrate de bétahistine","MG","",""
"100623","9483","BETAHISTINE HYDROCHLORIDE","I","24","MG","","","N","","","Chlorhydrate de bétahistine","MG","",""
"100624","7128","HYDROGEN PEROXIDE","I","4.04","%","","","N","W/W","","Peroxyde d'hydrogène","%","","p/p"
"100632","197","BENZALKONIUM CHLORIDE","I","0.034","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100632","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.026","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"100632","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.013","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"100632","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.013","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"100634","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.61","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"100634","8881","ISOPROPYL ALCOHOL","I","28.7","%","","","N","W/W","","Alcool isopropylique","%","","p/p"
"100634","8890","ALCOHOL ANHYDROUS","I","27.3","%","","","N","W/W","","ALCOOL ANHYDRE","%","","p/p"
"100639","22238","POMALIDOMIDE","I","1","MG","","","N","","","Pomalidomide","MG","",""
"100641","22238","POMALIDOMIDE","I","2","MG","","","N","","","Pomalidomide","MG","",""
"100642","22238","POMALIDOMIDE","I","3","MG","","","N","","","Pomalidomide","MG","",""
"100643","22238","POMALIDOMIDE","I","4","MG","","","N","","","Pomalidomide","MG","",""
"100644","12034","MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)","I","400","MG","","","N","","","Moxifloxacine (Chlorhydrate de moxifloxacine)","MG","",""
"100650","10230","THYMOL","I","0.051","%","","","N","W/W","","Thymol","%","","p/p"
"100651","12033","BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)","I","2","MG","","","N","","","Buprénorphine (Chlorhydrate de buprénorphine)","MG","",""
"100651","20137","NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)","I","0.5","MG","","","N","","","Naloxone (Chlorhydrate dihydraté de naloxone)","MG","",""
"100652","12033","BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)","I","8","MG","","","N","","","Buprénorphine (Chlorhydrate de buprénorphine)","MG","",""
"100652","20137","NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)","I","2","MG","","","N","","","Naloxone (Chlorhydrate dihydraté de naloxone)","MG","",""
"100658","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","5","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100658","197","BENZALKONIUM CHLORIDE","I","5","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100659","197","BENZALKONIUM CHLORIDE","I","0.124","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100659","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.093","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"100659","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.0465","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"100659","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0465","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"100670","7218","IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX)","I","1","%","","","N","W/W","","Iode (Alkyl Poly Ethoxy Ethanol - Iodine Complex)","%","","p/p"
"100671","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"100671","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"100672","11783","MONTELUKAST SODIUM","I","10","MG","","","N","","","Montélukast sodique","MG","",""
"100673","11783","MONTELUKAST SODIUM","I","4","MG","","","N","","","Montélukast sodique","MG","",""
"100674","11783","MONTELUKAST SODIUM","I","5","MG","","","N","","","Montélukast sodique","MG","",""
"100678","2109","TREOSULFAN","I","1","G","","","N","VIAL","","Tréosulfan","G","","Fiole"
"100683","11161","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","I","5","MG","","","N","","","Quinapril (Chlorhydrate de quinapril)","MG","",""
"100689","12585","DIMETHYLBENZYL AMMONIUM CHLORIDE","I","0.02","%","","","N","W/W","","Chlorure de diméthylbenzyl ammonium","%","","p/p"
"100689","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.015","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"100689","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.0075","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"100689","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0075","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"100691","6850","BENZOYL PEROXIDE","I","5","%","","","N","W/W","","Peroxyde de benzoyle","%","","p/p"
"100693","7942","CETIRIZINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de cétirizine","MG","",""
"100703","13326","PEMETREXED (PEMETREXED DISODIUM)","I","1000","MG","","","N","VIAL","AS PEMETREXED DISODIUM HEMIPENTAHYDRATE","Pémétrexed (Pémétrexed disodique)","MG","","Fiole"
"100716","3776","METOCLOPRAMIDE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de métoclopramide","MG","",""
"100717","8642","DOXYCYCLINE (DOXYCYCLINE HYCLATE)","I","20","MG","","","N","","","Doxycycline (Hyclate de doxycycline)","MG","",""
"100722","12126","ENTACAPONE","I","200","MG","","","N","","","Entacapone","MG","",""
"100722","2370","CARBIDOPA","I","12.5","MG","","","N","","","Carbidopa","MG","",""
"100722","4068","LEVODOPA","I","50","MG","","","N","","","Lévodopa","MG","",""
"100723","12126","ENTACAPONE","I","200","MG","","","N","","","Entacapone","MG","",""
"100723","2370","CARBIDOPA","I","37.5","MG","","","N","","","Carbidopa","MG","",""
"100723","4068","LEVODOPA","I","150","MG","","","N","","","Lévodopa","MG","",""
"100724","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100724","197","BENZALKONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100725","197","BENZALKONIUM CHLORIDE","I","0.1212","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100725","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0909","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"100725","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.0364","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"100725","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0545","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"100732","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.105","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100732","197","BENZALKONIUM CHLORIDE","I","0.105","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100734","7128","HYDROGEN PEROXIDE","I","7.25","%","","","N","","","Peroxyde d'hydrogène","%","",""
"100739","2474","NALOXONE HYDROCHLORIDE","I","0.4","MG","","","N","ML","","Chlorhydrate de naloxone","MG","","ML"
"100740","2474","NALOXONE HYDROCHLORIDE","I","0.4","MG","","","N","ML","","Chlorhydrate de naloxone","MG","","ML"
"100743","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100743","197","BENZALKONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100745","7624","METHYLPREDNISOLONE ACETATE","I","40","MG","","","N","ML","","Acétate de méthylprednisolone","MG","","ML"
"100746","7624","METHYLPREDNISOLONE ACETATE","I","80","MG","","","N","ML","","Acétate de méthylprednisolone","MG","","ML"
"100760","11893","ABACAVIR (ABACAVIR SULFATE)","I","600","MG","","","N","","","Abacavir (Sulfate d'abacavir)","MG","",""
"100760","122","LAMIVUDINE","I","300","MG","","","N","","","Lamivudine","MG","",""
"100794","197","BENZALKONIUM CHLORIDE","I","0.034","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100794","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.025","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"100794","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.01","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"100794","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.015","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"100795","12945","BIVALIRUDIN","I","250","MG","","","N","VIAL","","Bivalirudine","MG","","Fiole"
"100796","20387","RIVAROXABAN","I","2.5","MG","","","N","","","Rivaroxaban","MG","",""
"100797","20387","RIVAROXABAN","I","10","MG","","","N","","","Rivaroxaban","MG","",""
"100798","20387","RIVAROXABAN","I","15","MG","","","N","","","Rivaroxaban","MG","",""
"100799","20387","RIVAROXABAN","I","20","MG","","","N","","","Rivaroxaban","MG","",""
"100811","23632","OCTYL DIMETHYL BENZYLAMMONIUM CHLORIDE","I","0.5","%","","","N","W/W","","Chlorure de benzylammonium diméthyle octyle","%","","p/p"
"100811","539","SODIUM HYPOCHLORITE","I","2.4","%","","","N","W/W","","Hypochlorite de sodium","%","","p/p"
"100814","20161","DAPTOMYCIN","I","500","MG","","","N","VIAL","","Daptomycine","MG","","Fiole"
"100815","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.105","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100815","197","BENZALKONIUM CHLORIDE","I","0.105","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100821","22541","APREMILAST","I","10","MG","","","N","","","APREMILAST","MG","",""
"100821","22541","APREMILAST","I","20","MG","","","N","","","APREMILAST","MG","",""
"100821","22541","APREMILAST","I","30","MG","","","N","","","APREMILAST","MG","",""
"100823","15568","PREGABALIN","I","25","MG","","","N","","","Prégabaline","MG","",""
"100824","15568","PREGABALIN","I","50","MG","","","N","","","Prégabaline","MG","",""
"100825","15568","PREGABALIN","I","75","MG","","","N","","","Prégabaline","MG","",""
"100826","15568","PREGABALIN","I","150","MG","","","N","","","Prégabaline","MG","",""
"100827","15568","PREGABALIN","I","225","MG","","","N","","","Prégabaline","MG","",""
"100828","15568","PREGABALIN","I","300","MG","","","N","","","Prégabaline","MG","",""
"100829","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100829","197","BENZALKONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100832","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","5","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100832","197","BENZALKONIUM CHLORIDE","I","5","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100834","7538","MEDROXYPROGESTERONE ACETATE","I","150","MG","","","N","ML","","Acétate de médroxyprogestérone","MG","","ML"
"100837","197","BENZALKONIUM CHLORIDE","I","3.2","%","","","N","W/W","PART 1","Chlorure de benzalkonium","%","","p/p"
"100837","23642","DIACETIN","I","99","%","","","N","W/W","BOOSTER","Diacétine","%","","p/p"
"100837","7128","HYDROGEN PEROXIDE","I","7.98","%","","","N","W/W","PART 2","Peroxyde d'hydrogène","%","","p/p"
"100838","10021","CITRIC ACID","I","3.5","%","","","N","","","Acide citrique","%","",""
"100838","7128","HYDROGEN PEROXIDE","I","2","%","","","N","","","Peroxyde d'hydrogène","%","",""
"100839","7128","HYDROGEN PEROXIDE","I","1.9","%","","","N","W/W","","Peroxyde d'hydrogène","%","","p/p"
"100842","7128","HYDROGEN PEROXIDE","I","1.5","%","","","N","","","Peroxyde d'hydrogène","%","",""
"100849","2167","METOPROLOL TARTRATE","I","100","MG","","","N","","","Tartrate de métoprolol","MG","",""
"100850","2167","METOPROLOL TARTRATE","I","50","MG","","","N","","","Tartrate de métoprolol","MG","",""
"100856","7128","HYDROGEN PEROXIDE","I","0.5","%","","","N","W/W","","Peroxyde d'hydrogène","%","","p/p"
"100860","7128","HYDROGEN PEROXIDE","I","1.24","%","","","N","W/W","","Peroxyde d'hydrogène","%","","p/p"
"100866","232","PERINDOPRIL ERBUMINE","I","2","MG","","","N","","","Périndopril erbumine","MG","",""
"100867","232","PERINDOPRIL ERBUMINE","I","4","MG","","","N","","","Périndopril erbumine","MG","",""
"100868","232","PERINDOPRIL ERBUMINE","I","8","MG","","","N","","","Périndopril erbumine","MG","",""
"100874","7128","HYDROGEN PEROXIDE","I","7.5","%","","","N","","","Peroxyde d'hydrogène","%","",""
"100875","197","BENZALKONIUM CHLORIDE (BENZALKONIUM CHLORIDE)","I","0.13","%","","","N","","","Chlorure de benzalkonium (Chlorure de benzalkonium)","%","",""
"100876","197","BENZALKONIUM CHLORIDE","I","0.13","%","","","N","","","Chlorure de benzalkonium","%","",""
"100884","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100884","197","BENZALKONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100895","1960","INDAPAMIDE","I","0.625","MG","","","N","","","Indapamide","MG","",""
"100895","232","PERINDOPRIL ERBUMINE","I","2","MG","","","N","","","Périndopril erbumine","MG","",""
"100901","470","GABAPENTIN","I","600","MG","","","N","","","Gabapentine","MG","",""
"100902","470","GABAPENTIN","I","800","MG","","","N","","","Gabapentine","MG","",""
"100926","10193","BISACODYL","I","5","MG","","","N","","","Bisacodyl","MG","",""
"100927","10225","LIDOCAINE HYDROCHLORIDE","I","4","%","","","N","W/W","","Chlorhydrate de lidocaïne","%","","p/p"
"100927","265","MENTHOL","I","1","%","","","N","W/W","","Menthol","%","","p/p"
"100928","8890","ALCOHOL ANHYDROUS","I","58","%","","","N","W/W","","ALCOOL ANHYDRE","%","","p/p"
"100935","22954","HEPATITIS B IMMUNOGLOBULIN (HUMAN)","I","220","UNIT","","","N","ML","EQUAL OR MORE THAN 220 IU/ML","Immunnoglobuline humaine anti-hépatite B","Unité","","ML"
"100936","6760","COLCHICINE","I","0.5","MG","","","N","","","Colchicine","MG","",""
"100937","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"100937","197","BENZALKONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100940","11115","INSULIN LISPRO","I","100","UNIT","","","N","ML","","Insuline lispro","Unité","","ML"
"100941","11115","INSULIN LISPRO","I","300","UNIT","","3","N","ML","","Insuline lispro","Unité","","ML"
"100942","11115","INSULIN LISPRO","I","300","UNIT","","3","N","ML","","Insuline lispro","Unité","","ML"
"100943","11115","INSULIN LISPRO","I","300","UNIT","","3","N","ML","","Insuline lispro","Unité","","ML"
"100944","11115","INSULIN LISPRO","I","300","UNIT","","3","N","ML","","Insuline lispro","Unité","","ML"
"100945","11115","INSULIN LISPRO","I","600","UNIT","","3","N","ML","","Insuline lispro","Unité","","ML"
"100953","1305","NIZATIDINE","I","150","MG","","","N","","Historic Freeform Text: NIZATIDINE","Nizatidine","MG","",""
"100954","1305","NIZATIDINE","I","300","MG","","","N","","","Nizatidine","MG","",""
"100969","10147","METFORMIN HYDROCHLORIDE","I","500","MG","","","N","","","Chlorhydrate de metformine","MG","",""
"100969","20179","SITAGLIPTIN (SITAGLIPTIN MALATE)","I","50","MG","","","N","","","Sitagliptine (Malate de sitagliptine)","MG","",""
"100970","10147","METFORMIN HYDROCHLORIDE","I","850","MG","","","N","","","Chlorhydrate de metformine","MG","",""
"100970","20179","SITAGLIPTIN (SITAGLIPTIN MALATE)","I","50","MG","","","N","","","Sitagliptine (Malate de sitagliptine)","MG","",""
"100971","10147","METFORMIN HYDROCHLORIDE","I","1000","MG","","","N","","","Chlorhydrate de metformine","MG","",""
"100971","20179","SITAGLIPTIN (SITAGLIPTIN MALATE)","I","50","MG","","","N","","","Sitagliptine (Malate de sitagliptine)","MG","",""
"100978","5937","PYRAZINAMIDE","I","500","MG","","","N","","","Pyrazinamide","MG","",""
"100979","22549","DAPAGLIFLOZIN","I","5","MG","","","N","","","Dapagliflozine","MG","",""
"100980","22549","DAPAGLIFLOZIN","I","10","MG","","","N","","","Dapagliflozine","MG","",""
"100995","197","BENZALKONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"100996","10021","CITRIC ACID","I","2.63","%","","","N","W/W","","Acide citrique","%","","p/p"
"101000","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.178","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"101000","197","BENZALKONIUM CHLORIDE","I","0.178","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101004","197","BENZALKONIUM CHLORIDE","I","0.26","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101004","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.2","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"101007","12048","OCTISALATE","I","5","%","","","N","W/W","","Octisalate","%","","p/p"
"101007","1970","HOMOSALATE","I","12.5","%","","","N","W/W","","Homosalate","%","","p/p"
"101007","2280","OCTOCRYLENE","I","8","%","","","N","W/W","","Octocrilène","%","","p/p"
"101007","755","AVOBENZONE","I","3","%","","","N","W/W","","Avobenzone","%","","p/p"
"101012","698","POLYETHYLENE GLYCOL 3350","I","17","G","","","N","DOSE","","POLYETHYLENE GLYCOL 3350","G","","Dose"
"101014","7128","HYDROGEN PEROXIDE","I","3","%","","","N","W/W","","Peroxyde d'hydrogène","%","","p/p"
"101015","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"101015","197","BENZALKONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101017","12346","TADALAFIL","I","2.5","MG","","","N","","","Tadalafil","MG","",""
"101019","12346","TADALAFIL","I","10","MG","","","N","","","Tadalafil","MG","",""
"101022","12335","INSULIN ASPART","I","100","UNIT","","","N","ML","","Insuline asparte","Unité","","ML"
"101025","10292","SODIUM ACETATE","I","13.125","G","","76","N","G","","Acétate de sodium","G","","G"
"101025","20521","DEXTROSE ANHYDROUS","I","41.734","G","","76","N","G","","Dextrose anhydre","G","","G"
"101025","4753","SODIUM PHOSPHATE MONOBASIC","I","0.6","G","","76","N","G","","Phosphate de sodium monobasique","G","","G"
"101025","4999","CALCIUM D-PANTOTHENATE","I","0.012","G","","76","N","G","","D-pantothénate de calcium","G","","G"
"101025","53","POTASSIUM CHLORIDE","I","1.94","G","","76","N","G","","Chlorure de potassium","G","","G"
"101025","5319","POTASSIUM PHOSPHATE DIBASIC","I","0.349","G","","76","N","G","","Phosphate de potassium dibasique","G","","G"
"101025","55","SODIUM CHLORIDE","I","3.507","G","","76","N","G","","Chlorure de sodium","G","","G"
"101025","8865","GLYCINE","I","6.756","G","","76","N","G","","Glycine","G","","G"
"101029","197","BENZALKONIUM CHLORIDE","I","0.13","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101042","9556","BUSULFAN","I","60","MG","","10","N","ML","","Busulfan","MG","","ML"
"101046","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"101051","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0399","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"101051","5280","CHLORHEXIDINE ACETATE","I","0.0133","%","","","N","W/W","","Acétate de chlorhexidine","%","","p/p"
