DRUG_CODE,PRODUCT_CATEGORIZATION,CLASS,DRUG_IDENTIFICATION_NUMBER,BRAND_NAME,DESCRIPTOR,PEDIATRIC_FLAG,ACCESSION_NUMBER,NUMBER_OF_AIS,LAST_UPDATE_DATE,AI_GROUP_NO,CLASS_F,BRAND_NAME_F,DESCRIPTOR_F
"76735","","Human","02281694","COUGH SYRUP DM-DECONGESTANT-EXPECTORANT EXTRA STRENGTH","","N","","3","04-AUG-2006","0300674003","Humain","",""
"76756","","Human","02281910","DOM-FAMCICLOVIR","","N","","1","23-FEB-2009","0127885003","Humain","",""
"76757","","Human","02281929","DOM-FAMCICLOVIR","","N","","1","23-FEB-2009","0127885001","Humain","",""
"76758","","Human","02281937","DOM-FAMCICLOVIR","","N","","1","23-FEB-2009","0127885002","Humain","",""
"73434","","Human","02249502","AMIODARONE OMEGA","","N","","1","12-APR-2006","0118593002","Humain","",""
"73435","","Human","02249529","DIPHENHYDRAMINE","","N","","1","03-MAY-2004","0102639002","Humain","",""
"75284","","Human","02267438","EXTRA STRENGTH COLD LIQUID","","N","","2","05-APR-2017","0244021004","Humain","",""
"75300","","Human","02267594","AVONEX","","N","","1","13-MAR-2015","0131806003","Humain","",""
"80770","","Human","02322242","EPIRUBICIN HYDROCHLORIDE INJECTION","","N","","1","20-NOV-2023","0116901002","Humain","",""
"80823","","Human","02322757","PETROLATUM JELLY UNSCENTED","","N","","1","31-DEC-2019","0148022001","Humain","",""
"76048","","Disinfectant","02274957","MAQUAT 7.5 M HOUSEHOLD","","N","","4","06-JAN-2006","0414758005","Désinfectant","",""
"76051","","Disinfectant","02274981","MAQUAT 86-M","","N","","4","18-JAN-2024","0414758048","Désinfectant","",""
"76787","","Human","02282216","LAMIVUDINE ORAL SOLUTION","","N","","1","06-FEB-2024","0128157002","Humain","",""
"76798","","Human","02282313","APO-SUMATRIPTAN","","N","","1","14-JUL-2006","0123238007","Humain","",""
"76807","","Human","02282429","DOM-AZITHROMYCIN","","N","","1","27-APR-2007","0126072002","Humain","",""
"76808","","Human","02282437","DOM-AZITHROMYCIN","","N","","1","27-APR-2007","0126072003","Humain","",""
"72667","LS - ANALG. (ACETAMINOPHEN, SALICYLATES, CODEINE)","Human","02248325","ASAPHEN PLUS 325","","N","","1","03-NOV-2003","0101169001","Humain","",""
"65480","","Human","02241815","PMS-TERBINAFINE CREAM","","N","","1","27-MAR-2000","0124452001","Humain","",""
"65481","","Human","02241816","PMS-TERBINAFINE SPRAY","","N","","1","27-MAR-2000","0124452001","Humain","",""
"66186","","Human","02242461","LOSEC MUPS","","N","","1","24-OCT-2023","0121643003","Humain","",""
"76342","","Human","02277824","SINUS NIGHTTIME EXTRA STRENGTH CAPLETS","","N","","3","22-JAN-2024","0312435001","Humain","",""
"73576","","Human","02250810","ACID CONCENTRATE D12308","","N","","6","28-MAY-2009","0617386425","Humain","",""
"73577","","Human","02250829","ACID CONCENTRATE D12309","","N","","6","28-MAY-2009","0617386445","Humain","",""
"73578","","Human","02250837","ACID CONCENTRATE D12311","","N","","6","28-MAY-2009","0617386426","Humain","",""
"77226","","Human","02286807","ACETAMINOPHEN ULTRA RELIEF EXTRA STRENGTH","","N","","2","26-FEB-2007","0211744002","Humain","",""
"71599","","Disinfectant","02247354","SUPER SANI-CLOTH","","N","","3","22-JAN-2024","0312484006","Désinfectant","",""
"70424","","Disinfectant","02246263","SOLVENT FREE DISINFECTANT WIPES","","N","","4","29-JUL-2002","0414758036","Désinfectant","",""
"70387","","Disinfectant","02246227","SOLVENT FREE DETERGENT DISINFECTANT PUMP SPRAY","","N","","4","03-MAR-2017","0414758036","Désinfectant","",""
"68856","LS - ANTACID","Human","02244865","MAGSIL","","N","","3","24-OCT-2001","0331160007","Humain","",""
"70402","LS - ANALG. (ACETAMINOPHEN, SALICYLATES, CODEINE)","Human","02246241","ENTROPHEN 80MG","","N","","1","29-JUL-2011","0101169013","Humain","",""
"74888","","Human","02263491","COUGH AND COLD MEDICATION MENTHOL FLAVOUR","","N","","2","15-JAN-2024","0212074002","Humain","MÉDICAMENT POUR LA TOUX ET LE RHUME SAVEUR DE MENTHE",""
"70975","","Human","02246775","APO-AZITHROMYCIN","","N","","1","06-FEB-2024","0126072001","Humain","",""
"74013","","Human","02254980","COLD MEDICATION REGULAR NIGHTTIME TABLETS","","N","","4","22-JAN-2024","0414717003","Humain","",""
"62993","","Human","02239517","DIVALPROEX","","N","","1","06-FEB-2024","0112996004","Humain","",""
"62994","","Human","02239518","DIVALPROEX","","N","","1","06-FEB-2024","0112996001","Humain","",""
"62003","","Human","02238577","BECLOMETHASONE NASAL SPRAY","","N","","1","05-FEB-2024","0106320002","Humain","",""
"74644","","Human","02261014","CHILDREN'S ALLERGY AND SINUS MEDICATION LIQUID SUSPENSION","","N","","3","16-JAN-2024","0327704006","Humain","",""
"74645","","Human","02261030","BALANCE 4.25% GLUCOSE, 1.75 MMOL/L CALCIUM","","N","","5","19-JAN-2024","0500162045","Humain","",""
"72199","","Disinfectant","02247890","SECCURE","","N","","1","15-APR-2024","0126673003","Désinfectant","",""
"75885","","Disinfectant","02273365","MAQUAT 86-M HOUSEHOLD","","N","","4","15-NOV-2005","0414758048","Désinfectant","",""
"76955","","Human","02283980","QUIXIL","","N","","3","01-APR-2010","0351655001","Humain","",""
"73068","","Human","02248704","HOT LEMON RELIEF POWDER EXTRA STRENGTH","","N","","4","22-FEB-2020","0411174014","Humain","",""
"73071","","Human","02248707","PRO-ALPRAZOLAM TS","","N","","1","06-FEB-2024","0115008004","Humain","",""
"72298","","Disinfectant","02247987","CHAMPION SPRAYON CLIPPERCARE","","N","","1","03-FEB-2006","0112211001","Désinfectant","",""
"70446","","Human","02246285","DOM-BRIMONIDINE","","N","","1","22-AUG-2008","0131859001","Humain","",""
"68057","","Human","02244099","ACID CONCENTRATE D12310","","N","","5","28-MAY-2009","0544321007","Humain","",""
"68058","","Human","02244100","ACID CONCENTRATE D12311","","N","","5","28-MAY-2009","0544321008","Humain","",""
"62995","","Human","02239519","DIVALPROEX","","N","","1","06-FEB-2024","0112996003","Humain","",""
"65261","","Human","02241604","DOM-IPRATROPIUM 125 MCG/ML","","N","","1","22-MAY-2001","0115643003","Humain","",""
"66456","","Human","02242665","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - KENTUCKY BLUE/JUNE","","N","","1","10-OCT-2015","0134144002","Humain","",""
"66460","","Human","02242671","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - RED TOP","","N","","1","28-MAY-2015","0134160002","Humain","",""
"66462","","Human","02242673","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - MEADOW FESCUE","","N","","1","28-MAY-2015","0134143002","Humain","",""
"66464","","Human","02242675","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - ORCHARD","","N","","1","28-MAY-2015","0134145002","Humain","",""
"76972","CAT IV - THROAT LOZENGES","Human","02284170","BENYLIN COUGH AND COLD NIGHT STRIPS","","N","","1","01-FEB-2011","0102639002","Humain","",""
"69442","","Disinfectant","02245398","NUGEN S-18F","","N","","4","21-DEC-2023","0414758011","Désinfectant","",""
"69443","","Disinfectant","02245399","NUGEN R-82F","","N","","4","21-DEC-2023","0414758008","Désinfectant","",""
"70439","","Disinfectant","02246278","SANI CLEAN","","N","","4","06-JUL-2018","0414758022","Désinfectant","",""
"70440","","Disinfectant","02246279","GERMICIDAL DETERGENT","","N","","4","06-JUL-2018","0414758026","Désinfectant","",""
"77717","","Human","02291819","ALLERGY AND SINUS RELIEF EXTRA STRENGTH","","N","","3","12-FEB-2007","0316099005","Humain","",""
"64851","","Disinfectant","02241242","BTC 885 NEUTRAL DISINFECTANT CLEANER - 32","","N","","4","10-FEB-2022","0414758012","Désinfectant","",""
"73661","","Human","02251698","DOM-FENOFIBRATE SUPRA","","N","","1","15-FEB-2005","0118895002","Humain","",""
"73662","","Human","02251701","DOM-FENOFIBRATE SUPRA","","N","","1","15-FEB-2005","0118895004","Humain","",""
"73663","","Human","02251728","PMS-FENOFIBRATE SUPRA","","N","","1","15-FEB-2005","0118895002","Humain","",""
"73664","","Human","02251736","PMS-FENOFIBRATE SUPRA","","N","","1","15-FEB-2005","0118895004","Humain","",""
"71442","","Human","02247200","CIPROFLOXACIN TABLETS USP","","N","","1","19-APR-2022","0123207005","Humain","",""
"71443","","Human","02247201","CIPROFLOXACIN TABLETS USP","","N","","1","19-APR-2022","0123207006","Humain","",""
"71444","","Human","02247202","CIPROFLOXACIN TABLETS USP","","N","","1","19-APR-2022","0123207001","Humain","",""
"71445","","Human","02247203","CIPROFLOXACIN TABLETS USP","","N","","1","19-APR-2022","0123207002","Humain","",""
"71447","","Disinfectant","02247205","NUGEN DC-101","","N","","4","15-JAN-2024","0414758015","Désinfectant","",""
"71449","","Disinfectant","02247207","LONZA FORMULATION RTU (DOMESTIC)","","N","","1","19-FEB-2003","0104993038","Désinfectant","",""
"71189","","Human","02246962","PYLERA","","N","","3","30-JAN-2024","0348802001","Humain","",""
"102373","","Human","02534835","AG-LATANOPROST","","N","","1","22-JAN-2024","0132916001","Humain","",""
"102409","","Human","02535238","PMS-SITAGLIPTIN TARTRATE/METFORMIN","","N","","2","14-MAR-2024","0252656002","Humain","",""
"102430","","Veterinary","02535459","QUARESS SIMULTY","","N","","2","25-JAN-2024","0264461001","Vétérinaire","",""
"67774","","Human","02243833","PMS-FLUOX CAPSULES 20MG","","N","","1","23-MAY-2001","0116847001","Humain","",""
"72698","","Disinfectant","02248352","ASEPTROL S10-TAB","","N","","2","24-OCT-2023","0249661001","Désinfectant","",""
"73388","","Disinfectant","02249014","ANTIBACTERIAL ALL PURPOSE CLEANER WITH BITREX","","N","","4","20-JAN-2006","0414758038","Désinfectant","",""
"73393","","Disinfectant","02249065","FORMULATION HS-1210 (3.85%) DISINFECTANT/SANITIZER","","N","","2","04-AUG-2004","0213172006","Désinfectant","",""
"79723","","Human","02311682","COLDASIDE COLD","","N","","2","08-APR-2009","0217168001","Humain","",""
"80765","","Disinfectant","02322188","VIGOROX SPA DISINFECTANT/SANITIZER","","N","","2","17-JAN-2024","0223947008","Désinfectant","",""
"80769","","Human","02322226","COUGH, COLD AND FLU RELIEF DAY SUPER STRENGTH","","N","","3","22-JAN-2024","0319503009","Humain","",""
"76341","","Human","02277816","ACETAMINOPHEN 300MG, CAFFEINE & CODEINE","","N","","3","02-FEB-2017","0311391002","Humain","",""
"76344","","Human","02277840","HOT LEMON RELIEF FOR SORE THROAT AND COUGH EXTRA STRENGTH","","N","","4","22-MAR-2006","0414717016","Humain","",""
"68654","CAT IV - SUNBURN PROTECTANTS","Human","02244666","PINK STICK","","N","","5","21-SEP-2003","0527930003","Humain","",""
"68655","CAT IV - SUNBURN PROTECTANTS","Human","02244667","BLACK STICK","","N","","5","21-SEP-2003","0527930004","Humain","",""
"68656","CAT IV - SUNBURN PROTECTANTS","Human","02244668","WHITE STICK","","N","","4","21-SEP-2003","0426024012","Humain","",""
"68657","CAT IV - SUNBURN PROTECTANTS","Human","02244669","GREEN STICK","","N","","5","21-SEP-2003","0527930005","Humain","",""
"68658","CAT IV - SUNBURN PROTECTANTS","Human","02244670","BLUE STICK","","N","","4","21-SEP-2003","0426024002","Humain","",""
"68659","CAT IV - SUNBURN PROTECTANTS","Human","02244671","RED STICK","","N","","5","21-SEP-2003","0527930006","Humain","",""
"68660","CAT IV - SUNBURN PROTECTANTS","Human","02244672","PURPLE STICK","","N","","4","21-SEP-2003","0426024002","Humain","",""
"68300","LS - ANALG. (ACETAMINOPHEN, SALICYLATES, CODEINE)","Human","02244332","ACETAMINOPHEN","","N","","1","20-OCT-2002","0102009001","Humain","",""
"68036","","Human","02244097","ACID CONCENTRATE D12308","","N","","5","28-MAY-2009","0544321005","Humain","",""
"74907","","Human","02263661","HUMAN ALBUMIN GRIFOLS 20%","","N","","1","30-JUN-2021","0131452004","Humain","",""
"74928","","Human","02263874","ALLERGY, SINUS AND HEADACHE RELIEF MEDICATION","","N","","3","15-JAN-2024","0327704003","Humain","",""
"74929","","Human","02263882","NIGHTTIME ALLERGY","","N","","1","22-JAN-2024","0102639001","Humain","",""
"65262","","Human","02241605","DOM-IPRATROPIUM 250 MCG/ML (20 ML)","","N","","1","22-MAY-2001","0115643001","Humain","",""
"65263","","Human","02241606","DOM-IPRATROPIUM 250 MCG/ML (1 ML)","","N","","1","22-MAY-2001","0115643001","Humain","",""
"68056","","Human","02244098","ACID CONCENTRATE D12309","","N","","5","28-MAY-2009","0544321006","Humain","",""
"79337","","Human","02307685","DOM-RIVASTIGMINE","","N","","1","11-SEP-2009","0140521001","Humain","",""
"79338","","Human","02307693","DOM-RIVASTIGMINE","","N","","1","11-SEP-2009","0140521002","Humain","",""
"79339","","Human","02307707","DOM-RIVASTIGMINE","","N","","1","11-SEP-2009","0140521003","Humain","",""
"79340","","Human","02307715","DOM-RIVASTIGMINE","","N","","1","11-SEP-2009","0140521004","Humain","",""
"79343","","Human","02307758","DOM-ISMN","","N","","1","06-MAY-2008","0120456002","Humain","",""
"74936","","Human","02263947","PREGVIT FOLIC 4","","N","","17","22-FEB-2020","1747661002","Humain","",""
"73621","","Human","02251264","DOM-CIPROFLOXACIN","","N","","1","13-APR-2004","0123207005","Humain","",""
"75735","","Human","02271834","ACETAMINOPHEN 325 MG CAFFEINE AND CODEINE","","N","","3","02-FEB-2017","0311391002","Humain","",""
"73500","","Human","02250195","APO-CHLORAL HYDRATE SYRUP","","N","","1","01-MAY-2006","0101992002","Humain","",""
"70283","","Human","02246140","SINUS RELIEF REGULAR STRENGTH TABLET","","N","","2","20-OCT-2002","0216113002","Humain","",""
"75020","","Human","02264714","ENTERIC COATED A.S.A.","","N","","1","08-DEC-2016","0101169002","Humain","",""
"75032","","Human","02264838","PRIME'S SORE THROAT, COUGH AND COLDS CAPSULES","","N","","5","14-SEP-2017","0550062003","Humain","",""
"71762","LS - ANALG. (ACETAMINOPHEN, SALICYLATES, CODEINE)","Human","02247511","ACETAMINOPHEN 325MG","","N","","1","23-APR-2003","0102009001","Humain","",""
"71763","LS - ANALG. (ACETAMINOPHEN, SALICYLATES, CODEINE)","Human","02247512","ACETAMINOPHEN 500MG","","N","","1","23-APR-2003","0102009002","Humain","",""
"72769","","Human","02248418","PMS-PAMIDRONATE","","N","","1","27-APR-2009","0123608007","Humain","",""
"77087","","Human","02285363","PACLITAXEL FOR INJECTION","","N","","1","04-SEP-2013","0124214001","Humain","",""
"75629","LS - SLEEP AIDS","Human","02270900","SLEEPAID EXTRA STRENGTH CAPSULES","","N","","1","08-SEP-2005","0102639001","Humain","",""
"74006","","Human","02254905","DAYTIME 325 LIQUA CAPS","","N","","3","15-JUN-2004","0319503004","Humain","",""
"74008","","Human","02254921","NIGHTTIME 325 LIQUA CAPS","","N","","4","21-JUN-2004","0419805008","Humain","",""
"78141","","Human","02296055","APO-DORZOLAMIDE","","N","","1","01-NOV-2010","0128558001","Humain","",""
"72787","","Human","02248436","PMS-CIPROFLOXACIN","","N","","1","11-APR-2022","0123207005","Humain","",""
"71520","","Disinfectant","02247277","BARQUAT MB-10 DISINFECTANT","","N","","1","15-JAN-2024","0104993003","Désinfectant","",""
"72372","","Human","02248052","ALTACE","","N","","1","05-FEB-2024","0122858001","Humain","",""
"79785","","Human","02312352","ALLERGY FORMULA JUNIOR STRENGTH","","N","","1","22-JAN-2024","0102639007","Humain","",""
"72530","","Human","02248194","PMS-PAMIDRONATE","","N","","1","27-APR-2009","0123608003","Humain","",""
"75570","LS - ANALG. (ACETAMINOPHEN, SALICYLATES, CODEINE)","Human","02270315","ASA 325 MG TABLETS REGULAR STRENGTH","","N","","1","30-AUG-2005","0101169001","Humain","",""
"80188","","Human","02316374","DOM-LETROZOLE","","N","","1","07-MAY-2010","0132937001","Humain","",""
"82409","","Veterinary","02338440","GOUTTES DIASOL/DROPS","","N","","2","30-NOV-2018","0204714001","Vétérinaire","",""
"78438","","Human","02298961","DOM-PAROXETINE","","N","","1","17-DEC-2009","0123131007","Humain","",""
"75598","","Human","02270617","RAPAMUNE","","N","","1","13-OCT-2010","0142721002","Humain","",""
"75605","","Human","02270684","RAPAMUNE","","N","","1","13-OCT-2010","0142721003","Humain","",""
"78036","","Human","02295032","MOUSSE INSTANT","","N","","1","11-MAY-2007","0104367006","Humain","",""
"76111","","Disinfectant","02275473","DISINFECTANT WIPES","","N","","3","05-APR-2006","0312484003","Désinfectant","",""
"72373","","Human","02248053","ALTACE","","N","","1","05-FEB-2024","0122858004","Humain","",""
"72374","","Human","02248054","ALTACE","","N","","1","05-FEB-2024","0122858003","Humain","",""
"72375","","Human","02248055","ALTACE","","N","","1","05-FEB-2024","0122858002","Humain","",""
"73776","LS - ANALG. (ACETAMINOPHEN, SALICYLATES, CODEINE)","Human","02252821","JUNIOR STRENGTH CHEWABLE ACETAMINOPHEN TABLETS USP 160MG","","N","","1","22-JAN-2024","0102009006","Humain","JUNIOR COMPRIMÉS À CROQUER D'ACÉTAMINOPHÈNE 160MG USP",""
"73481","","Human","02249995","FENOMAX","","N","","1","24-OCT-2006","0118895002","Humain","",""
"80648","","Human","02321076","ITCH RELIEF CREAM","","N","","1","22-JAN-2024","0102639006","Humain","CRÈME POUR LE SOULAGEMENT DES DÉMANGEAISONS",""
"64848","","Disinfectant","02241239","BTC 885 NEUTRAL DISINFECTANT CLEANER - 256","","N","","4","16-JAN-2024","0414758006","Désinfectant","",""
"66545","","Human","02242737","PMS-FLUMETHASONE-CLIOQUINOL","","N","","2","06-JUN-2009","0204579002","Humain","",""
"72555","","Human","02248218","SYMBICORT FORTE TURBUHALER","","N","","2","31-JAN-2018","0246421005","Humain","",""
"98860","","Human","02498863","SANDOZ LEVODOPA-CARBIDOPA-ENTACAPONE","","N","","3","29-JAN-2024","0352427002","Humain","",""
"69709","CAT IV - SUNBURN PROTECTANTS","Human","02245609","SOLBAR","","N","","3","21-SEP-2003","0346881001","Humain","",""
"69715","","Human","02245615","RANITIDINE","","N","","1","29-JAN-2024","0115150003","Humain","",""
"76562","LS - BISMUTH SUBSALICYLATE","Human","02280000","BISMUTH LIQUID","","N","","1","29-MAY-2006","0111864001","Humain","",""
"76563","LS - BISMUTH SUBSALICYLATE","Human","02280019","BISMUTH CAPLETS","","N","","1","28-OCT-2009","0111864003","Humain","",""
"75018","","Human","02264692","ENTERIC COATED A.S.A       (CAPLET)","","N","","1","21-NOV-2008","0101169001","Humain","",""
"78374","LS - ANTIFLATULENTS","Human","02298430","GAS RELIEF EXTRA STRENGTH","","N","","1","14-AUG-2007","0131347001","Humain","",""
"78375","LS - ANTIFLATULENTS","Human","02298449","GAS RELIEF ULTRA STRENGTH","","N","","1","14-AUG-2007","0131347005","Humain","",""
"78386","","Human","02298562","ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE","","N","","3","14-AUG-2007","0319503004","Humain","",""
"74340","","Human","02258161","DOM-GABAPENTIN","","N","","1","24-OCT-2023","0125929005","Humain","",""
"74350","","Human","02258285","NIGHT TIME MULTI SYMPTOM RELIEF","","N","","4","12-JAN-2024","0419805008","Humain","",""
