DRUG_CODE,ROUTE_OF_ADMINISTRATION_CODE,ROUTE_OF_ADMINISTRATION,ROUTE_OF_ADMINISTRATION_F
"80387","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"80767","22","INTRAMUSCULAR","Intramusculaire"
"80767","49","INTRAVENOUS","Intraveineuse"
"80767","65","SUBCUTANEOUS","Sous-cutanée"
"80767","33","INTRAPERITONEAL","Intrapéritonéale"
"82430","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"82430","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94848","70","TOPICAL","Topique"
"79809","56","ORAL","Orale"
"79810","56","ORAL","Orale"
"80437","56","ORAL","Orale"
"80439","56","ORAL","Orale"
"80440","56","ORAL","Orale"
"80757","56","ORAL","Orale"
"84037","56","ORAL","Orale"
"84066","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"84082","56","ORAL","Orale"
"84080","56","ORAL","Orale"
"84081","56","ORAL","Orale"
"84100","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"84105","56","ORAL","Orale"
"84127","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"84127","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84127","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"84127","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"85833","70","TOPICAL","Topique"
"85853","56","ORAL","Orale"
"85854","56","ORAL","Orale"
"85855","56","ORAL","Orale"
"85856","56","ORAL","Orale"
"85925","49","INTRAVENOUS","Intraveineuse"
"85930","56","ORAL","Orale"
"85931","56","ORAL","Orale"
"85955","55","OPHTHALMIC","Ophtalmique"
"85962","56","ORAL","Orale"
"85991","56","ORAL","Orale"
"85992","56","ORAL","Orale"
"85995","56","ORAL","Orale"
"85996","56","ORAL","Orale"
"85997","56","ORAL","Orale"
"85998","56","ORAL","Orale"
"85999","56","ORAL","Orale"
"86012","70","TOPICAL","Topique"
"75253","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"75253","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"75253","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"75260","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"63566","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"75284","56","ORAL","Orale"
"75300","22","INTRAMUSCULAR","Intramusculaire"
"75312","56","ORAL","Orale"
"75313","49","INTRAVENOUS","Intraveineuse"
"84143","55","OPHTHALMIC","Ophtalmique"
"93931","57","OTIC","Otique"
"93942","119","HAEMODIALYSIS (INTRAPERITONEAL)","Hémodialyse (Intrapéritonéale)"
"93943","119","HAEMODIALYSIS (INTRAPERITONEAL)","Hémodialyse (Intrapéritonéale)"
"93944","119","HAEMODIALYSIS (INTRAPERITONEAL)","Hémodialyse (Intrapéritonéale)"
"93945","119","HAEMODIALYSIS (INTRAPERITONEAL)","Hémodialyse (Intrapéritonéale)"
"93946","56","ORAL","Orale"
"93964","56","ORAL","Orale"
"93972","62","RECTAL","Rectale"
"93979","22","INTRAMUSCULAR","Intramusculaire"
"93979","49","INTRAVENOUS","Intraveineuse"
"93979","65","SUBCUTANEOUS","Sous-cutanée"
"93992","56","ORAL","Orale"
"93993","56","ORAL","Orale"
"93995","49","INTRAVENOUS","Intraveineuse"
"93999","56","ORAL","Orale"
"93238","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"81143","56","ORAL","Orale"
"81823","56","ORAL","Orale"
"81824","56","ORAL","Orale"
"81835","56","ORAL","Orale"
"76523","56","ORAL","Orale"
"76701","56","ORAL","Orale"
"80848","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"80848","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"72667","56","ORAL","Orale"
"72698","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"72698","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94060","49","INTRAVENOUS","Intraveineuse"
"94070","70","TOPICAL","Topique"
"94095","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"74339","56","ORAL","Orale"
"74340","56","ORAL","Orale"
"74350","56","ORAL","Orale"
"74351","56","ORAL","Orale"
"93253","70","TOPICAL","Topique"
"93257","56","ORAL","Orale"
"93258","56","ORAL","Orale"
"93275","18","INTRACUTANEOUS","Intracutanée"
"93275","65","SUBCUTANEOUS","Sous-cutanée"
"93278","56","ORAL","Orale"
"93287","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"93286","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"93301","56","ORAL","Orale"
"93302","56","ORAL","Orale"
"93327","56","ORAL","Orale"
"93342","56","ORAL","Orale"
"93354","49","INTRAVENOUS","Intraveineuse"
"93356","56","ORAL","Orale"
"86755","56","ORAL","Orale"
"86777","56","ORAL","Orale"
"86807","70","TOPICAL","Topique"
"86813","56","ORAL","Orale"
"95707","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"95707","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95713","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95713","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95713","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"95713","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"95748","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"95749","70","TOPICAL","Topique"
"95753","70","TOPICAL","Topique"
"95763","56","ORAL","Orale"
"95764","56","ORAL","Orale"
"95762","56","ORAL","Orale"
"95765","56","ORAL","Orale"
"95766","56","ORAL","Orale"
"72769","49","INTRAVENOUS","Intraveineuse"
"72787","56","ORAL","Orale"
"84714","70","TOPICAL","Topique"
"84740","56","ORAL","Orale"
"74382","56","ORAL","Orale"
"74383","56","ORAL","Orale"
"74384","56","ORAL","Orale"
"74385","56","ORAL","Orale"
"74386","56","ORAL","Orale"
"74387","56","ORAL","Orale"
"74396","22","INTRAMUSCULAR","Intramusculaire"
"74396","49","INTRAVENOUS","Intraveineuse"
"74397","22","INTRAMUSCULAR","Intramusculaire"
"74397","49","INTRAVENOUS","Intraveineuse"
"73388","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"73393","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"73393","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"73394","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"73394","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"73415","56","ORAL","Orale"
"73428","55","OPHTHALMIC","Ophtalmique"
"73434","49","INTRAVENOUS","Intraveineuse"
"73435","56","ORAL","Orale"
"73481","56","ORAL","Orale"
"73500","56","ORAL","Orale"
"95802","49","INTRAVENOUS","Intraveineuse"
"95814","29","INHALATION","Inhalation"
"95826","56","ORAL","Orale"
"95828","56","ORAL","Orale"
"95829","56","ORAL","Orale"
"95830","56","ORAL","Orale"
"95834","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95834","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"95834","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95836","56","ORAL","Orale"
"76051","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"75817","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"75817","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95868","56","ORAL","Orale"
"95874","56","ORAL","Orale"
"95875","56","ORAL","Orale"
"75388","56","ORAL","Orale"
"75399","56","ORAL","Orale"
"75435","56","ORAL","Orale"
"84742","56","ORAL","Orale"
"63453","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84771","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"95177","56","ORAL","Orale"
"95178","56","ORAL","Orale"
"95179","56","ORAL","Orale"
"95180","56","ORAL","Orale"
"95191","56","ORAL","Orale"
"95192","56","ORAL","Orale"
"95193","56","ORAL","Orale"
"95197","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"95197","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"95197","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"95197","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95197","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95198","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"95198","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"95198","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95198","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"95198","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95211","22","INTRAMUSCULAR","Intramusculaire"
"95211","49","INTRAVENOUS","Intraveineuse"
"95212","49","INTRAVENOUS","Intraveineuse"
"95214","56","ORAL","Orale"
"95219","56","ORAL","Orale"
"95220","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95227","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95227","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95227","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"95221","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95227","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"95227","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"95229","56","ORAL","Orale"
"95228","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84164","65","SUBCUTANEOUS","Sous-cutanée"
"84165","65","SUBCUTANEOUS","Sous-cutanée"
"84248","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"75818","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"86048","56","ORAL","Orale"
"86075","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"86075","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"86075","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94849","70","TOPICAL","Topique"
"94850","70","TOPICAL","Topique"
"94851","70","TOPICAL","Topique"
"94852","70","TOPICAL","Topique"
"94853","70","TOPICAL","Topique"
"94855","70","TOPICAL","Topique"
"94856","70","TOPICAL","Topique"
"94862","22","INTRAMUSCULAR","Intramusculaire"
"94863","56","ORAL","Orale"
"94864","56","ORAL","Orale"
"94886","70","TOPICAL","Topique"
"94906","70","TOPICAL","Topique"
"94912","70","TOPICAL","Topique"
"94924","70","TOPICAL","Topique"
"94926","56","ORAL","Orale"
"94928","56","ORAL","Orale"
"94929","56","ORAL","Orale"
"94930","56","ORAL","Orale"
"95242","56","ORAL","Orale"
"95245","70","TOPICAL","Topique"
"95251","22","INTRAMUSCULAR","Intramusculaire"
"95251","49","INTRAVENOUS","Intraveineuse"
"95251","65","SUBCUTANEOUS","Sous-cutanée"
"95255","56","ORAL","Orale"
"95253","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"95253","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"95253","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95253","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95256","56","ORAL","Orale"
"95257","56","ORAL","Orale"
"95258","56","ORAL","Orale"
"95266","6","HAEMODIALYSIS","Hémodialyse"
"95267","6","HAEMODIALYSIS","Hémodialyse"
"95275","49","INTRAVENOUS","Intraveineuse"
"95279","70","TOPICAL","Topique"
"95280","70","TOPICAL","Topique"
"84248","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"84248","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84248","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84302","56","ORAL","Orale"
"84303","56","ORAL","Orale"
"94106","49","INTRAVENOUS","Intraveineuse"
"94107","49","INTRAVENOUS","Intraveineuse"
"94140","56","ORAL","Orale"
"94142","56","ORAL","Orale"
"94147","49","INTRAVENOUS","Intraveineuse"
"94159","56","ORAL","Orale"
"94160","65","SUBCUTANEOUS","Sous-cutanée"
"94171","56","ORAL","Orale"
"94170","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"94170","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"94170","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"94170","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94187","56","ORAL","Orale"
"94188","56","ORAL","Orale"
"94189","56","ORAL","Orale"
"94197","49","INTRAVENOUS","Intraveineuse"
"94198","56","ORAL","Orale"
"94199","70","TOPICAL","Topique"
"94200","56","ORAL","Orale"
"94201","56","ORAL","Orale"
"94202","56","ORAL","Orale"
"94203","56","ORAL","Orale"
"94206","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"94206","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"94206","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94206","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"94210","55","OPHTHALMIC","Ophtalmique"
"94211","55","OPHTHALMIC","Ophtalmique"
"94219","49","INTRAVENOUS","Intraveineuse"
"94229","49","INTRAVENOUS","Intraveineuse"
"94964","49","INTRAVENOUS","Intraveineuse"
"68036","6","HAEMODIALYSIS","Hémodialyse"
"68056","6","HAEMODIALYSIS","Hémodialyse"
"68057","6","HAEMODIALYSIS","Hémodialyse"
"68058","6","HAEMODIALYSIS","Hémodialyse"
"68075","56","ORAL","Orale"
"74643","56","ORAL","Orale"
"74641","119","HAEMODIALYSIS (INTRAPERITONEAL)","Hémodialyse (Intrapéritonéale)"
"74644","56","ORAL","Orale"
"74645","119","HAEMODIALYSIS (INTRAPERITONEAL)","Hémodialyse (Intrapéritonéale)"
"74646","119","HAEMODIALYSIS (INTRAPERITONEAL)","Hémodialyse (Intrapéritonéale)"
"94230","49","INTRAVENOUS","Intraveineuse"
"94238","55","OPHTHALMIC","Ophtalmique"
"94253","22","INTRAMUSCULAR","Intramusculaire"
"94254","49","INTRAVENOUS","Intraveineuse"
"94263","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"94277","49","INTRAVENOUS","Intraveineuse"
"74401","56","ORAL","Orale"
"74426","56","ORAL","Orale"
"74428","56","ORAL","Orale"
"74429","56","ORAL","Orale"
"74443","22","INTRAMUSCULAR","Intramusculaire"
"74443","65","SUBCUTANEOUS","Sous-cutanée"
"74443","49","INTRAVENOUS","Intraveineuse"
"74514","56","ORAL","Orale"
"93437","56","ORAL","Orale"
"93438","56","ORAL","Orale"
"93439","56","ORAL","Orale"
"93440","56","ORAL","Orale"
"93456","49","INTRAVENOUS","Intraveineuse"
"93457","49","INTRAVENOUS","Intraveineuse"
"93470","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"93470","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"93482","56","ORAL","Orale"
"93483","56","ORAL","Orale"
"93484","56","ORAL","Orale"
"93485","56","ORAL","Orale"
"93489","56","ORAL","Orale"
"93490","56","ORAL","Orale"
"93492","56","ORAL","Orale"
"93506","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"93517","56","ORAL","Orale"
"93525","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)"
"86894","49","INTRAVENOUS","Intraveineuse"
"86895","56","ORAL","Orale"
"86896","56","ORAL","Orale"
"86900","22","INTRAMUSCULAR","Intramusculaire"
"86900","65","SUBCUTANEOUS","Sous-cutanée"
"86925","49","INTRAVENOUS","Intraveineuse"
"86944","56","ORAL","Orale"
"86951","22","INTRAMUSCULAR","Intramusculaire"
"86952","22","INTRAMUSCULAR","Intramusculaire"
"86985","49","INTRAVENOUS","Intraveineuse"
"86997","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"86997","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"86997","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"86997","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"87005","56","ORAL","Orale"
"87015","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"87015","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"87015","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95897","56","ORAL","Orale"
"95898","56","ORAL","Orale"
"95901","3","BUCCAL","Buccale"
"95903","3","BUCCAL","Buccale"
"95430","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95430","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"72891","56","ORAL","Orale"
"78128","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"78128","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
